0	0	1.5498	1.3862
30	30	1.5498	1.3862
40	10	1.5334	1.3862
50	10	1.4572	1.3862
60	10	1.5617	1.3862
160	100	1.5240	1.3862
260	100	1.4852	1.3862
360	100	1.5782	1.3862
460	100	1.7005	1.3862
560	100	1.9638	1.3862
660	100	2.0513	1.3862
760	100	2.1480	1.3862
860	100	1.8679	1.3862
960	100	1.7019	1.3862
1060	100	1.6700	1.3862
1160	100	1.5956	1.3862
1260	100	1.6790	1.3862
1360	100	1.6583	1.3862
1460	100	1.6253	1.3862
1560	100	1.7244	1.3862
1660	100	1.8135	1.3862
1760	100	1.7170	1.3862
1860	100	1.7676	1.3862
1960	100	1.5770	1.3862
2060	100	1.5874	1.3862
2160	100	1.6149	1.3862
2260	100	1.6667	1.3862
2360	100	1.5984	1.3862
2460	100	1.5970	1.3862
2560	100	1.5484	1.3862
2660	100	1.6351	1.3862
2760	100	1.6742	1.3862
2860	100	1.6608	1.3862
2960	100	1.7906	1.3862
3060	100	1.8191	1.3862
3160	100	1.6408	1.3862
3260	100	1.6334	1.3862
3360	100	1.6486	1.3862
3460	100	1.7046	1.3862
3560	100	1.7483	1.3862
3660	100	1.8228	1.3862
3760	100	1.8004	1.3862
3860	100	1.8085	1.3862
3960	100	1.8263	1.3862
4060	100	1.7567	1.3862
4160	100	1.8300	1.3862
4260	100	1.7992	1.3862
4360	100	1.8022	1.3862
4460	100	1.7654	1.3862
4560	100	1.7685	1.3862
4660	100	1.7444	1.3862
4760	100	1.7074	1.3862
4860	100	1.6770	1.3862
4960	100	1.6796	1.3862
5060	100	1.7328	1.3862
5160	100	1.7861	1.3862
5260	100	1.7414	1.3862
5360	100	1.7532	1.3862
5460	100	1.7529	1.3862
5560	100	1.9100	1.3862
5660	100	1.8191	1.3862
5760	100	1.9093	1.3862
5860	100	1.9368	1.3862
5960	100	1.9095	1.3862
6060	100	1.9168	1.3862
6160	100	2.0124	1.3862
6260	100	2.0343	1.3862
6360	100	1.9554	1.3862
6460	100	2.0335	1.3862
6560	100	2.0010	1.3862
6660	100	1.9042	1.3862
6760	100	1.8691	1.3862
6860	100	1.7887	1.3862
6960	100	1.8573	1.3862
7060	100	1.8963	1.3862
7160	100	1.9059	1.3862
7260	100	1.9828	1.3862
7360	100	1.8279	1.3862
7460	100	1.8756	1.3862
7560	100	1.9101	1.3862
7660	100	1.8872	1.3862
7760	100	1.9151	1.3862
7860	100	1.9034	1.3862
7960	100	1.8791	1.3862
8060	100	1.8385	1.3862
8160	100	1.8109	1.3862
8260	100	1.8520	1.3862
8360	100	1.7705	1.3862
8460	100	1.8251	1.3862
8560	100	1.7429	1.3862
8660	100	1.8194	1.3862
8760	100	1.7103	1.3862
8860	100	1.7313	1.3862
8960	100	1.6628	1.3862
9060	100	1.6669	1.3862
9160	100	1.6650	1.3862
9260	100	1.7600	1.3862
9360	100	1.7021	1.3862
9460	100	1.6719	1.3862
9560	100	1.7318	1.3862
9660	100	1.7123	1.3862
9760	100	1.7620	1.3862
9860	100	1.6936	1.3862
9960	100	1.6540	1.3862
10060	100	1.6493	1.3862
10160	100	1.6935	1.3862
10260	100	1.6681	1.3862
10360	100	1.7176	1.3862
10460	100	1.8105	1.3862
10560	100	1.7231	1.3862
10660	100	1.6971	1.3862
10760	100	1.7235	1.3862
10860	100	1.7246	1.3862
10960	100	1.7246	1.3862
11060	100	1.6905	1.3862
11160	100	1.6498	1.3862
11260	100	1.6664	1.3862
11360	100	1.8045	1.3862
11460	100	1.8330	1.3862
11560	100	1.7389	1.3862
11660	100	1.6687	1.3862
11760	100	1.7848	1.3862
11860	100	1.7938	1.3862
11960	100	1.8028	1.3862
12060	100	1.8116	1.3862
12160	100	1.8204	1.3862
12260	100	1.8291	1.3862
12360	100	1.8377	1.3862
12460	100	1.8329	1.3862
12560	100	1.8280	1.3862
12660	100	1.8232	1.3862
12760	100	1.8182	1.3862
12860	100	1.8133	1.3862
12960	100	1.8083	1.3862
13060	100	1.8033	1.3862
13160	100	1.7983	1.3862
13260	100	1.7933	1.3862
13360	100	1.7882	1.3862
13460	100	1.7950	1.3862
13560	100	1.8017	1.3862
13660	100	1.8083	1.3862
13760	100	1.8150	1.3862
13860	100	1.8215	1.3862
13960	100	1.8280	1.3862
14060	100	1.8345	1.3862
14160	100	1.8409	1.3862
14260	100	1.8473	1.3862
14360	100	1.8536	1.3862
14460	100	1.8586	1.3862
14560	100	1.8637	1.3862
14660	100	1.8688	1.3862
14760	100	1.8739	1.3862
14860	100	1.8789	1.3862
14960	100	1.8839	1.3862
15060	100	1.8888	1.3862
15160	100	1.8938	1.3862
15260	100	1.8987	1.3862
15360	100	1.9035	1.3862
15460	100	1.8973	1.3862
15560	100	1.8911	1.3862
15660	100	1.8848	1.3862
15760	100	1.8784	1.3862
15860	100	1.8720	1.3862
15960	100	1.8656	1.3862
16060	100	1.8591	1.3862
16160	100	1.8527	1.3862
16260	100	1.8464	1.3862
16360	100	1.8400	1.3862
16460	100	1.8442	1.3862
16560	100	1.8483	1.3862
16660	100	1.8524	1.3862
16760	100	1.8566	1.3862
16860	100	1.8609	1.3862
16960	100	1.8651	1.3862
17060	100	1.8694	1.3862
17160	100	1.8736	1.3862
17260	100	1.8777	1.3862
17360	100	1.8819	1.3862
17460	100	1.8827	1.3862
17560	100	1.8834	1.3862
17660	100	1.8842	1.3862
17760	100	1.8849	1.3862
17860	100	1.8857	1.3862
17960	100	1.8864	1.3862
18060	100	1.8872	1.3862
18160	100	1.8879	1.3862
18260	100	1.8887	1.3862
18360	100	1.8986	1.3862
18460	100	1.9037	1.3862
18560	100	1.9095	1.3862
18660	100	1.9160	1.3862
18760	100	1.9229	1.3862
18860	100	1.9303	1.3862
18960	100	1.9380	1.3862
19060	100	1.9459	1.3862
19160	100	1.9538	1.3862
19260	100	1.9617	1.3862
19360	100	1.9694	1.3862
19460	100	1.9769	1.3862
19560	100	1.9842	1.3862
19660	100	1.9910	1.3862
19760	100	1.9974	1.3862
19860	100	2.0033	1.3862
19960	100	2.0086	1.3862
20060	100	2.0133	1.3862
20160	100	2.0173	1.3862
20260	100	2.0206	1.3862
20360	100	2.0230	1.3862
20460	100	2.0246	1.3862
20560	100	2.0253	1.3862
20660	100	2.0251	1.3862
20760	100	2.0242	1.3862
20860	100	2.0226	1.3862
20960	100	2.0203	1.3862
21060	100	2.0173	1.3862
21160	100	2.0137	1.3862
21260	100	2.0096	1.3862
21360	100	2.0048	1.3862
21460	100	1.9996	1.3862
21560	100	1.9939	1.3862
21660	100	1.9879	1.3862
21760	100	1.9817	1.3862
21860	100	1.9754	1.3862
21960	100	1.9691	1.3862
22060	100	1.9629	1.3862
22160	100	1.9569	1.3862
22260	100	1.9513	1.3862
